epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,140.605,1.94176,2.28684,1.67246,0.35272,0.28258,0.33174,0.12365,2.25733,2.80475,1.95298,0.00140946,0.00140946,0.00140946
17,147.739,1.9214,2.32194,1.66496,0.49306,0.33678,0.32496,0.1268,2.29248,2.92142,2.04129,0.00140678,0.00140678,0.00140678
18,154.777,1.89869,2.31766,1.70644,0.3797,0.35527,0.29102,0.10652,2.46426,3.71268,2.1584,0.00140393,0.00140393,0.00140393
19,162.031,1.9358,2.22019,1.67252,0.44099,0.30931,0.31842,0.11435,2.24257,2.82406,1.95758,0.00140091,0.00140091,0.00140091
20,169.309,1.93273,2.30721,1.68659,0.46136,0.28055,0.30726,0.11146,2.28111,3.00662,1.94191,0.00139773,0.00139773,0.00139773
21,176.789,1.90887,2.24004,1.63731,0.42521,0.34686,0.32781,0.12231,2.26227,2.69863,2.01241,0.00139438,0.00139438,0.00139438
22,184.403,1.88872,2.14383,1.64848,0.39651,0.36087,0.29598,0.09784,2.40419,3.07816,2.09675,0.00139086,0.00139086,0.00139086
23,191.956,1.85425,2.12375,1.64895,0.36275,0.30773,0.25946,0.0754,2.49452,3.10525,2.16145,0.00138718,0.00138718,0.00138718
24,199.709,1.90073,2.13357,1.66692,0.42989,0.32385,0.29998,0.10432,2.33939,2.99458,2.09992,0.00138334,0.00138334,0.00138334
25,207.379,1.86936,2.16452,1.64853,0.40795,0.30983,0.29053,0.09269,2.46072,3.00373,2.16634,0.00137933,0.00137933,0.00137933
26,214.774,1.84093,2.04008,1.6509,0.43561,0.3689,0.33114,0.12018,2.33538,2.69821,2.11759,0.00137516,0.00137516,0.00137516
27,222.315,1.84553,2.06165,1.63073,0.42112,0.28695,0.27517,0.10016,2.36768,3.30837,2.06792,0.00137082,0.00137082,0.00137082
28,229.801,1.83694,2.03555,1.62032,0.41683,0.25936,0.2645,0.08736,2.38787,2.87015,2.1308,0.00136633,0.00136633,0.00136633
29,237.344,1.80656,2.02425,1.6043,0.3722,0.33969,0.31104,0.11745,2.29513,2.80707,2.06027,0.00136168,0.00136168,0.00136168
30,245.089,1.79726,1.94383,1.58936,0.39206,0.313,0.28012,0.0861,2.45761,3.06543,2.14866,0.00135687,0.00135687,0.00135687
31,252.816,1.79209,1.97059,1.61166,0.44734,0.3156,0.31498,0.10967,2.38701,2.84004,2.06989,0.0013519,0.0013519,0.0013519
32,260.545,1.79247,1.87775,1.57871,0.43855,0.32503,0.32395,0.11491,2.29803,2.75448,2.04462,0.00134678,0.00134678,0.00134678
33,267.954,1.77568,1.85414,1.58054,0.47052,0.29829,0.27127,0.09767,2.50179,3.38448,2.20571,0.0013415,0.0013415,0.0013415
34,275.577,1.79333,1.87984,1.58189,0.49321,0.34015,0.32762,0.1115,2.39382,2.80969,2.11918,0.00133608,0.00133608,0.00133608
35,283.459,1.77972,1.87277,1.57754,0.37077,0.3624,0.33233,0.11303,2.46295,2.86341,2.20418,0.0013305,0.0013305,0.0013305
36,291.191,1.7384,1.78675,1.55712,0.3574,0.34256,0.29411,0.0991,2.44867,2.92551,2.19401,0.00132476,0.00132476,0.00132476
37,298.64,1.74055,1.81567,1.55999,0.36519,0.30619,0.27354,0.09857,2.44334,3.21829,2.12443,0.00131888,0.00131888,0.00131888
38,306.602,1.72508,1.75831,1.54325,0.37206,0.35878,0.29778,0.1,2.59445,3.01283,2.32564,0.00131286,0.00131286,0.00131286
39,313.89,1.7004,1.71573,1.52232,0.49119,0.33006,0.3397,0.11608,2.39798,2.76694,2.19927,0.00130668,0.00130668,0.00130668
40,320.88,1.74145,1.78638,1.55652,0.49117,0.321,0.31884,0.12534,2.3148,3.04277,2.04148,0.00130037,0.00130037,0.00130037
41,327.729,1.74101,1.79537,1.55898,0.49565,0.27574,0.3107,0.11871,2.37441,3.02897,2.15006,0.00129391,0.00129391,0.00129391
42,334.756,1.69984,1.6846,1.53313,0.52268,0.29161,0.30548,0.1123,2.42062,3.26373,2.20463,0.00128731,0.00128731,0.00128731
43,341.737,1.69474,1.70733,1.54128,0.43824,0.27284,0.26849,0.09672,2.468,3.12163,2.21134,0.00128057,0.00128057,0.00128057
44,348.651,1.68279,1.66522,1.52401,0.41449,0.39356,0.3413,0.13348,2.40986,3.18867,2.19396,0.00127369,0.00127369,0.00127369
45,356.094,1.62287,1.62769,1.48533,0.46967,0.28963,0.27342,0.09943,2.51242,3.3725,2.24483,0.00126667,0.00126667,0.00126667
46,362.824,1.65428,1.63457,1.50006,0.38089,0.33498,0.30424,0.10279,2.46841,3.16524,2.28129,0.00125952,0.00125952,0.00125952
47,369.602,1.61064,1.55679,1.47041,0.3324,0.31131,0.25225,0.08884,2.45123,3.13689,2.26296,0.00125224,0.00125224,0.00125224
48,376.477,1.6169,1.57028,1.47436,0.43669,0.38436,0.29215,0.09594,2.44788,3.12936,2.23564,0.00124483,0.00124483,0.00124483
49,383.751,1.61571,1.52355,1.4611,0.4535,0.32416,0.33591,0.11382,2.51023,2.93047,2.25278,0.00123728,0.00123728,0.00123728
50,390.565,1.60315,1.54291,1.45528,0.39001,0.37882,0.30932,0.10955,2.4492,3.21918,2.13692,0.00122962,0.00122962,0.00122962
51,397.452,1.58992,1.52692,1.45116,0.41071,0.33,0.31373,0.1171,2.45368,3.29841,2.24411,0.00122182,0.00122182,0.00122182
52,404.457,1.55838,1.49922,1.4468,0.45815,0.31116,0.30356,0.10582,2.49104,3.14466,2.28606,0.0012139,0.0012139,0.0012139
53,411.444,1.61449,1.51708,1.48495,0.38778,0.36396,0.30221,0.10864,2.45892,3.07169,2.20182,0.00120586,0.00120586,0.00120586
54,418.295,1.58581,1.5243,1.44346,0.46436,0.27361,0.2869,0.10123,2.48536,3.12053,2.2365,0.0011977,0.0011977,0.0011977
55,425.261,1.55043,1.47936,1.43002,0.42458,0.27898,0.27317,0.09857,2.47925,3.25968,2.20184,0.00118943,0.00118943,0.00118943
56,432.189,1.53757,1.47585,1.42579,0.36314,0.3166,0.27404,0.09564,2.46927,2.98583,2.23011,0.00118104,0.00118104,0.00118104
57,439.214,1.53069,1.43177,1.42218,0.39669,0.35838,0.29468,0.10744,2.48787,3.43029,2.26169,0.00117253,0.00117253,0.00117253
58,446.386,1.50373,1.37444,1.40751,0.38563,0.26422,0.26936,0.09918,2.45761,3.48044,2.24209,0.00116391,0.00116391,0.00116391
59,453.78,1.52601,1.41275,1.41581,0.35613,0.28001,0.27394,0.0988,2.44486,3.29332,2.24955,0.00115519,0.00115519,0.00115519
60,461.479,1.4871,1.37327,1.3874,0.36687,0.276,0.28178,0.10262,2.47365,3.38126,2.25334,0.00114636,0.00114636,0.00114636
61,469.097,1.49525,1.39326,1.39351,0.3644,0.34181,0.28142,0.10116,2.52458,3.14819,2.32086,0.00113742,0.00113742,0.00113742
62,476.634,1.50957,1.37679,1.40154,0.34205,0.34503,0.2833,0.09687,2.55783,3.41571,2.43388,0.00112838,0.00112838,0.00112838
63,484.412,1.50837,1.41083,1.39923,0.351,0.40565,0.34555,0.12435,2.47783,3.13173,2.31049,0.00111924,0.00111924,0.00111924
64,492.094,1.47675,1.38256,1.38162,0.39902,0.30543,0.30069,0.10723,2.49223,3.33167,2.32118,0.00111,0.00111,0.00111
65,499.021,1.43882,1.33566,1.36139,0.46209,0.31022,0.29981,0.10832,2.39571,3.32854,2.22923,0.00110066,0.00110066,0.00110066
66,506.244,1.42109,1.27303,1.34317,0.30855,0.34619,0.28693,0.10919,2.35903,3.08101,2.13379,0.00109124,0.00109124,0.00109124
67,513.738,1.43606,1.28603,1.34736,0.50789,0.34235,0.34675,0.12607,2.52872,3.14557,2.33699,0.00108172,0.00108172,0.00108172
68,521.373,1.42269,1.28744,1.33648,0.36441,0.30157,0.28859,0.10972,2.42621,3.59401,2.19385,0.00107211,0.00107211,0.00107211
69,528.794,1.39392,1.26294,1.33537,0.43465,0.34798,0.33283,0.11975,2.46299,3.17031,2.32125,0.00106242,0.00106242,0.00106242
70,535.838,1.39953,1.25983,1.31705,0.75321,0.24246,0.28622,0.10269,2.51154,3.11041,2.37811,0.00105264,0.00105264,0.00105264
71,542.934,1.39109,1.23187,1.30903,0.52662,0.28615,0.30188,0.10756,2.48881,3.27901,2.32571,0.00104278,0.00104278,0.00104278
72,550.317,1.41558,1.25996,1.31878,0.37668,0.33912,0.30626,0.11103,2.48326,3.28116,2.29411,0.00103284,0.00103284,0.00103284
73,557.663,1.3993,1.2453,1.30103,0.40077,0.31115,0.28064,0.09761,2.52158,3.07046,2.27754,0.00102282,0.00102282,0.00102282
74,565.144,1.3873,1.21948,1.30144,0.45429,0.2902,0.29163,0.09769,2.46677,3.15624,2.18672,0.00101273,0.00101273,0.00101273
75,572.072,1.36544,1.22388,1.29254,0.42387,0.35077,0.33812,0.12527,2.43462,3.08477,2.2548,0.00100257,0.00100257,0.00100257
76,579.092,1.35447,1.19581,1.29215,0.45631,0.28364,0.2952,0.10624,2.45797,3.26285,2.27051,0.000992338,0.000992338,0.000992338
77,586.015,1.35366,1.20552,1.28965,0.49754,0.30942,0.31065,0.11163,2.48516,3.1716,2.25758,0.00098204,0.00098204,0.00098204
78,592.656,1.31262,1.13535,1.26927,0.50434,0.33558,0.34884,0.12007,2.48663,3.10325,2.31411,0.000971677,0.000971677,0.000971677
79,600.012,1.31061,1.14638,1.27244,0.46773,0.32966,0.31846,0.10743,2.59003,3.29928,2.35733,0.000961253,0.000961253,0.000961253
80,606.962,1.3124,1.19343,1.27438,0.45144,0.28931,0.31057,0.11387,2.51277,3.24654,2.26622,0.00095077,0.00095077,0.00095077
81,614.46,1.33722,1.20391,1.27788,0.39951,0.30705,0.30847,0.10832,2.52222,3.25797,2.47012,0.00094023,0.00094023,0.00094023
82,621.384,1.31154,1.13981,1.26158,0.44055,0.30277,0.30679,0.1038,2.54987,3.40563,2.33184,0.000929636,0.000929636,0.000929636
83,628.569,1.30453,1.14859,1.26445,0.48467,0.31291,0.30468,0.1071,2.50858,3.2126,2.30716,0.000918991,0.000918991,0.000918991
84,636.388,1.28109,1.13428,1.24719,0.42611,0.3264,0.31274,0.1141,2.5009,3.26712,2.228,0.000908297,0.000908297,0.000908297
