epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,159.361,1.90091,2.24914,1.72065,0.42303,0.30354,0.31882,0.11134,2.31507,2.83455,2.1052,0.00140393,0.00140393,0.00140393
19,167.061,1.93145,2.19344,1.68726,0.39144,0.31964,0.26839,0.09239,2.34711,2.83073,2.07676,0.00140091,0.00140091,0.00140091
20,174.99,1.90632,2.2206,1.69221,0.33682,0.28881,0.28189,0.09612,2.27966,2.92385,2.06654,0.00139773,0.00139773,0.00139773
21,182.881,1.89519,2.162,1.67471,0.30838,0.36917,0.29086,0.1021,2.32689,2.92774,2.04464,0.00139438,0.00139438,0.00139438
22,190.748,1.8966,2.14132,1.6621,0.3887,0.34368,0.28706,0.095,2.32061,2.86803,2.08433,0.00139086,0.00139086,0.00139086
23,198.975,1.86005,2.12839,1.66035,0.32252,0.26107,0.21351,0.07191,2.43831,3.21285,2.18318,0.00138718,0.00138718,0.00138718
24,206.78,1.88482,2.10141,1.65693,0.32015,0.28231,0.25947,0.08764,2.4041,2.98943,2.12062,0.00138334,0.00138334,0.00138334
25,214.849,1.87478,2.13987,1.66836,0.38766,0.28894,0.27035,0.08278,2.41177,3.00604,2.13997,0.00137933,0.00137933,0.00137933
26,222.608,1.84226,2.04269,1.65225,0.45389,0.30482,0.27648,0.10389,2.27762,2.91917,2.0788,0.00137516,0.00137516,0.00137516
27,230.272,1.84262,2.07631,1.63758,0.43852,0.30662,0.28919,0.10355,2.39602,2.85464,2.14202,0.00137082,0.00137082,0.00137082
28,238.103,1.82852,2.03177,1.62049,0.36385,0.30092,0.24508,0.08671,2.43103,3.00132,2.19699,0.00136633,0.00136633,0.00136633
29,245.901,1.80369,1.9962,1.60969,0.39312,0.34824,0.30278,0.10694,2.26812,2.78897,2.05063,0.00136168,0.00136168,0.00136168
30,253.703,1.7966,1.92758,1.59987,0.37194,0.3396,0.27824,0.09625,2.36927,3.26362,2.13204,0.00135687,0.00135687,0.00135687
31,261.689,1.80285,1.96588,1.63789,0.39707,0.29672,0.27409,0.09554,2.36615,2.99251,2.06436,0.0013519,0.0013519,0.0013519
32,269.499,1.79234,1.86837,1.58697,0.49602,0.33829,0.34017,0.12041,2.32135,2.77201,2.08155,0.00134678,0.00134678,0.00134678
33,277.576,1.7691,1.82335,1.5821,0.42318,0.34427,0.2945,0.10902,2.41912,3.10648,2.13379,0.0013415,0.0013415,0.0013415
34,285.703,1.78261,1.85136,1.58407,0.4007,0.33824,0.31142,0.10717,2.39906,2.97467,2.1379,0.00133608,0.00133608,0.00133608
35,293.717,1.77217,1.85082,1.57425,0.35836,0.3322,0.29723,0.10086,2.47741,2.73069,2.28618,0.0013305,0.0013305,0.0013305
36,301.394,1.75379,1.84844,1.56327,0.41482,0.35456,0.33142,0.12066,2.40127,2.67383,2.21316,0.00132476,0.00132476,0.00132476
37,308.982,1.72627,1.79741,1.55113,0.38535,0.32121,0.29172,0.09884,2.45581,2.97828,2.20595,0.00131888,0.00131888,0.00131888
38,315.706,1.73385,1.76548,1.55771,0.29146,0.24188,0.22505,0.07386,2.59602,3.14906,2.3023,0.00131286,0.00131286,0.00131286
39,322.755,1.72018,1.72988,1.53252,0.57968,0.35607,0.33559,0.12341,2.38496,2.87558,2.1135,0.00130668,0.00130668,0.00130668
40,330.217,1.72642,1.79163,1.54985,0.42056,0.31106,0.29506,0.1018,2.41365,2.88824,2.12914,0.00130037,0.00130037,0.00130037
41,338.237,1.7228,1.76212,1.55359,0.34251,0.40495,0.3225,0.11576,2.41058,2.72608,2.22381,0.00129391,0.00129391,0.00129391
42,346.27,1.69861,1.65536,1.53853,0.44408,0.28565,0.29644,0.10622,2.4008,3.38362,2.19323,0.00128731,0.00128731,0.00128731
43,354.23,1.66609,1.67272,1.51655,0.31256,0.31676,0.25982,0.08953,2.47517,2.91421,2.23097,0.00128057,0.00128057,0.00128057
44,362.11,1.6857,1.65796,1.52378,0.45304,0.38306,0.35642,0.13795,2.3989,2.73068,2.20791,0.00127369,0.00127369,0.00127369
45,370.164,1.64673,1.67722,1.49406,0.40438,0.31625,0.27257,0.09709,2.50599,3.18309,2.25959,0.00126667,0.00126667,0.00126667
46,378.271,1.67671,1.6894,1.52344,0.343,0.33027,0.26877,0.09384,2.45416,3.42231,2.17077,0.00125952,0.00125952,0.00125952
47,385.945,1.59147,1.51273,1.46658,0.34295,0.35077,0.27816,0.10449,2.49428,3.12287,2.35608,0.00125224,0.00125224,0.00125224
48,392.735,1.62595,1.56943,1.48335,0.476,0.26288,0.29412,0.10494,2.53086,3.3549,2.31055,0.00124483,0.00124483,0.00124483
49,400.185,1.63071,1.56741,1.46914,0.44029,0.308,0.30365,0.10468,2.46394,2.99235,2.32242,0.00123728,0.00123728,0.00123728
50,407.834,1.6254,1.58975,1.478,0.39671,0.30289,0.28091,0.09891,2.45765,2.99829,2.24518,0.00122962,0.00122962,0.00122962
51,415.603,1.59278,1.53919,1.45323,0.5035,0.29471,0.30736,0.11505,2.51629,3.17577,2.36866,0.00122182,0.00122182,0.00122182
52,423.268,1.57447,1.48201,1.47117,0.37152,0.32765,0.26123,0.08994,2.47483,3.04135,2.38517,0.0012139,0.0012139,0.0012139
53,430.942,1.62532,1.53013,1.49759,0.41557,0.33085,0.29417,0.10787,2.43738,3.22828,2.1195,0.00120586,0.00120586,0.00120586
54,438.502,1.6019,1.53822,1.45475,0.28468,0.3211,0.2641,0.08964,2.50665,3.49199,2.4091,0.0011977,0.0011977,0.0011977
55,446.049,1.5495,1.47781,1.43438,0.34802,0.24925,0.23482,0.08459,2.48879,3.82116,2.26199,0.00118943,0.00118943,0.00118943
56,453.396,1.52145,1.46394,1.41048,0.3656,0.28508,0.26529,0.09668,2.47015,3.23921,2.28277,0.00118104,0.00118104,0.00118104
57,460.941,1.51297,1.42224,1.42048,0.38202,0.2865,0.27946,0.0989,2.47064,3.28968,2.19387,0.00117253,0.00117253,0.00117253
58,468.257,1.50814,1.39534,1.4059,0.40091,0.32134,0.29112,0.09778,2.44192,3.10591,2.18141,0.00116391,0.00116391,0.00116391
59,475.407,1.53998,1.41475,1.42499,0.41074,0.30823,0.28111,0.10247,2.42046,3.55555,2.2028,0.00115519,0.00115519,0.00115519
60,482.836,1.50402,1.38569,1.39785,0.33703,0.32639,0.27142,0.09126,2.53187,3.37205,2.37873,0.00114636,0.00114636,0.00114636
61,490.111,1.49466,1.40363,1.39384,0.34517,0.36368,0.30633,0.10822,2.52571,3.05886,2.32483,0.00113742,0.00113742,0.00113742
62,497.559,1.49974,1.38614,1.39762,0.43161,0.31776,0.29164,0.10175,2.48955,3.263,2.27169,0.00112838,0.00112838,0.00112838
63,505.101,1.4816,1.40548,1.38438,0.38132,0.34315,0.3048,0.11028,2.4335,3.4216,2.26072,0.00111924,0.00111924,0.00111924
64,512.534,1.4529,1.35418,1.36093,0.40513,0.29787,0.29223,0.10181,2.4703,3.27153,2.40637,0.00111,0.00111,0.00111
65,519.867,1.43404,1.33584,1.35587,0.59258,0.33068,0.32353,0.11203,2.44092,2.92869,2.29489,0.00110066,0.00110066,0.00110066
66,527.159,1.41453,1.26637,1.33693,0.45104,0.31386,0.31178,0.10931,2.43314,2.9654,2.19507,0.00109124,0.00109124,0.00109124
67,534.526,1.42791,1.2859,1.3342,0.42108,0.35061,0.31654,0.11204,2.44707,3.03167,2.25882,0.00108172,0.00108172,0.00108172
68,541.634,1.42015,1.29702,1.33602,0.44194,0.34601,0.30804,0.10881,2.46645,3.24949,2.23231,0.00107211,0.00107211,0.00107211
69,548.858,1.3948,1.25202,1.33058,0.49615,0.32547,0.31654,0.11281,2.49544,3.30995,2.37905,0.00106242,0.00106242,0.00106242
70,556.047,1.41709,1.2616,1.32437,0.33208,0.32231,0.26755,0.09478,2.52483,3.10907,2.38141,0.00105264,0.00105264,0.00105264
71,563.472,1.3974,1.21745,1.30999,0.42971,0.31933,0.25947,0.08938,2.58755,3.68209,2.48958,0.00104278,0.00104278,0.00104278
72,570.913,1.39403,1.23993,1.30642,0.41151,0.37207,0.31551,0.11929,2.47763,3.30172,2.37619,0.00103284,0.00103284,0.00103284
73,578.523,1.39177,1.22578,1.29781,0.45976,0.37226,0.33427,0.12006,2.46532,3.06134,2.28144,0.00102282,0.00102282,0.00102282
74,585.933,1.37141,1.20507,1.29512,0.49617,0.31646,0.31107,0.11196,2.51305,3.26012,2.3082,0.00101273,0.00101273,0.00101273
75,593.669,1.35104,1.20503,1.27764,0.49844,0.32912,0.31439,0.11503,2.52226,3.27501,2.39652,0.00100257,0.00100257,0.00100257
76,601.044,1.34833,1.18991,1.28329,0.42472,0.31247,0.3105,0.11201,2.46915,3.31951,2.214,0.000992338,0.000992338,0.000992338
77,608.579,1.34006,1.17884,1.2774,0.41335,0.31523,0.30125,0.10549,2.53252,3.50945,2.36016,0.00098204,0.00098204,0.00098204
78,615.821,1.29833,1.1218,1.25625,0.47396,0.32886,0.31401,0.11228,2.49675,3.27888,2.31982,0.000971677,0.000971677,0.000971677
79,623.283,1.31007,1.15276,1.264,0.41017,0.37711,0.30566,0.10921,2.49473,3.07969,2.30381,0.000961253,0.000961253,0.000961253
80,630.326,1.3049,1.16642,1.26454,0.38261,0.37185,0.29724,0.10485,2.51227,3.10907,2.32972,0.00095077,0.00095077,0.00095077
81,637.658,1.35156,1.19919,1.27966,0.44138,0.3143,0.29805,0.09908,2.4568,3.18412,2.32254,0.00094023,0.00094023,0.00094023
82,645.423,1.31317,1.11927,1.25071,0.35294,0.40124,0.30489,0.10344,2.50331,3.27441,2.32021,0.000929636,0.000929636,0.000929636
83,653.214,1.30011,1.14752,1.25929,0.40898,0.28445,0.28556,0.09523,2.54504,3.43318,2.36252,0.000918991,0.000918991,0.000918991
84,661.069,1.28588,1.13319,1.23829,0.39309,0.37794,0.32344,0.11657,2.52338,3.28475,2.26722,0.000908297,0.000908297,0.000908297
