epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,65.1174,2.25967,1.42759,1.49961,0.44641,0.42388,0.36084,0.09873,2.6391,1.78243,1.67459,0.001406,0.001406,0.001406
47,66.3314,2.24219,1.41441,1.46809,0.35436,0.40597,0.30553,0.08388,2.7361,1.80002,1.73991,0.0013928,0.0013928,0.0013928
48,67.4215,2.2712,1.46821,1.53684,0.41681,0.41176,0.35657,0.0981,2.69517,1.74559,1.7324,0.0013796,0.0013796,0.0013796
49,68.8341,2.24222,1.43064,1.47427,0.41972,0.43881,0.39761,0.10518,2.70451,1.70259,1.70306,0.0013664,0.0013664,0.0013664
50,69.8842,2.27722,1.38368,1.46766,0.43912,0.46269,0.35299,0.0915,2.70715,1.7605,1.7043,0.0013532,0.0013532,0.0013532
51,71.0183,2.28238,1.39349,1.49414,0.43009,0.46567,0.37566,0.10319,2.69816,1.71748,1.71422,0.00134,0.00134,0.00134
52,72.5031,2.24658,1.35161,1.46806,0.39839,0.40326,0.30604,0.08227,2.72378,1.88685,1.75955,0.0013268,0.0013268,0.0013268
53,73.8441,2.2302,1.34677,1.46202,0.4946,0.40896,0.35365,0.0954,2.74321,1.76198,1.80213,0.0013136,0.0013136,0.0013136
54,74.9672,2.23306,1.34821,1.47693,0.54028,0.42687,0.3946,0.10626,2.70356,1.73369,1.74418,0.0013004,0.0013004,0.0013004
55,76.1167,2.22375,1.35096,1.46073,0.53009,0.44478,0.38411,0.1066,2.67754,1.70012,1.72425,0.0012872,0.0012872,0.0012872
56,77.2172,2.20656,1.34152,1.4813,0.50006,0.40309,0.37277,0.10556,2.70645,1.69094,1.74905,0.001274,0.001274,0.001274
57,78.2452,2.18771,1.35318,1.4562,0.5015,0.3791,0.39325,0.10502,2.72079,1.77577,1.75999,0.0012608,0.0012608,0.0012608
58,79.3843,2.1976,1.33846,1.4521,0.46219,0.4209,0.39182,0.10218,2.73724,1.69066,1.75195,0.0012476,0.0012476,0.0012476
59,80.5548,2.19032,1.33796,1.47455,0.47064,0.39701,0.3643,0.08897,2.846,1.69067,1.86428,0.0012344,0.0012344,0.0012344
60,81.5992,2.19658,1.33189,1.47838,0.49373,0.37015,0.34403,0.08955,2.82419,1.72201,1.81607,0.0012212,0.0012212,0.0012212
61,82.7207,2.16434,1.31496,1.45409,0.52936,0.4209,0.37459,0.09893,2.77702,1.7003,1.74662,0.001208,0.001208,0.001208
62,83.9429,2.22028,1.34234,1.46186,0.49233,0.35522,0.30531,0.07099,2.93728,1.7806,1.8287,0.0011948,0.0011948,0.0011948
63,85.6188,2.15079,1.29082,1.45074,0.55356,0.40344,0.36672,0.09066,2.84111,1.70402,1.79057,0.0011816,0.0011816,0.0011816
64,87.4743,2.18687,1.28063,1.42337,0.47742,0.37313,0.35484,0.09659,2.75922,1.76247,1.77135,0.0011684,0.0011684,0.0011684
65,88.7914,2.15101,1.29991,1.44761,0.53589,0.37313,0.38471,0.0969,2.81707,1.80574,1.82001,0.0011552,0.0011552,0.0011552
