epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,164.559,2.05513,2.74902,1.80904,0.39985,0.33115,0.27302,0.09828,2.44445,3.14613,2.18389,0.00139773,0.00139773,0.00139773
21,172.352,2.0597,2.67334,1.80698,0.36942,0.35373,0.28815,0.10259,2.58479,3.26266,2.28825,0.00139438,0.00139438,0.00139438
22,179.326,2.04882,2.67487,1.80208,0.43025,0.38534,0.31766,0.10886,2.46358,3.27353,2.16404,0.00139086,0.00139086,0.00139086
23,186.447,2.01372,2.63513,1.8016,0.35156,0.41902,0.33874,0.12024,2.42154,2.98365,2.07646,0.00138718,0.00138718,0.00138718
24,193.799,2.03658,2.63263,1.79273,0.40727,0.38307,0.34393,0.12275,2.4147,2.9521,2.09199,0.00138334,0.00138334,0.00138334
25,200.756,2.02161,2.65247,1.7861,0.29536,0.4356,0.32929,0.11085,2.46171,3.28229,2.18771,0.00137933,0.00137933,0.00137933
26,207.579,1.9902,2.61033,1.79356,0.412,0.39163,0.2835,0.09651,2.36741,3.3104,2.11203,0.00137516,0.00137516,0.00137516
27,214.675,2.00382,2.55528,1.76805,0.54038,0.36761,0.33556,0.11489,2.35109,3.25572,2.1014,0.00137082,0.00137082,0.00137082
28,221.993,1.9853,2.49859,1.75344,0.42167,0.38149,0.36447,0.12559,2.40707,2.92194,2.08482,0.00136633,0.00136633,0.00136633
29,229.298,1.96304,2.55372,1.75569,0.54083,0.34033,0.36404,0.12367,2.52834,3.0459,2.24445,0.00136168,0.00136168,0.00136168
30,236.693,1.97444,2.51834,1.75752,0.46661,0.3511,0.31709,0.10959,2.4252,3.0124,2.14729,0.00135687,0.00135687,0.00135687
31,244.212,1.95024,2.45217,1.74323,0.42634,0.36123,0.32686,0.11362,2.42747,3.0022,2.12619,0.0013519,0.0013519,0.0013519
32,251.774,1.95687,2.42718,1.72459,0.36277,0.41634,0.35731,0.12715,2.42664,3.00679,2.15585,0.00134678,0.00134678,0.00134678
33,258.976,1.92934,2.34304,1.7175,0.49497,0.38674,0.36448,0.131,2.4443,3.03056,2.13638,0.0013415,0.0013415,0.0013415
34,266.369,1.90524,2.34028,1.69876,0.36551,0.38069,0.32012,0.11936,2.47791,3.15659,2.18454,0.00133608,0.00133608,0.00133608
35,273.298,1.91004,2.34197,1.69581,0.43305,0.35121,0.33014,0.11486,2.45929,3.04674,2.15806,0.0013305,0.0013305,0.0013305
36,280.312,1.9059,2.29884,1.69731,0.41221,0.37362,0.33604,0.11314,2.49911,3.03303,2.22422,0.00132476,0.00132476,0.00132476
37,287.362,1.90588,2.36059,1.71751,0.49675,0.31925,0.31241,0.11306,2.45688,3.06611,2.20289,0.00131888,0.00131888,0.00131888
38,294.516,1.889,2.27329,1.69618,0.35454,0.3152,0.2493,0.08481,2.62048,3.38094,2.35173,0.00131286,0.00131286,0.00131286
39,301.542,1.91072,2.29489,1.69405,0.47371,0.36349,0.33563,0.11726,2.47871,2.91725,2.17074,0.00130668,0.00130668,0.00130668
40,308.628,1.92205,2.35315,1.70965,0.45101,0.34593,0.32631,0.12061,2.46754,2.99382,2.1456,0.00130037,0.00130037,0.00130037
41,315.787,1.87887,2.24207,1.68286,0.40351,0.38897,0.349,0.11436,2.515,2.79175,2.20687,0.00129391,0.00129391,0.00129391
42,323.103,1.85207,2.17757,1.66557,0.41178,0.39633,0.36573,0.11674,2.50979,3.23345,2.27127,0.00128731,0.00128731,0.00128731
43,330.333,1.86851,2.14779,1.67043,0.35339,0.38265,0.27174,0.08656,2.58933,3.30187,2.31305,0.00128057,0.00128057,0.00128057
44,337.278,1.83519,2.18312,1.6644,0.36277,0.39454,0.29376,0.10455,2.48144,3.01266,2.24981,0.00127369,0.00127369,0.00127369
45,344.511,1.81682,2.16062,1.63248,0.38648,0.37524,0.30701,0.10856,2.48727,3.12448,2.18939,0.00126667,0.00126667,0.00126667
46,351.564,1.84131,2.16917,1.67712,0.33618,0.37929,0.30232,0.10146,2.52739,3.20224,2.25759,0.00125952,0.00125952,0.00125952
47,359.278,1.76477,2.02881,1.59745,0.38433,0.33837,0.27137,0.09513,2.52252,3.53823,2.21812,0.00125224,0.00125224,0.00125224
48,366.665,1.78941,2.09932,1.61539,0.42868,0.39145,0.31342,0.11306,2.57473,3.1343,2.3218,0.00124483,0.00124483,0.00124483
49,373.827,1.78232,2.03382,1.60941,0.38482,0.40609,0.3421,0.12375,2.54813,3.24836,2.25632,0.00123728,0.00123728,0.00123728
50,380.889,1.77749,2.08887,1.62168,0.40188,0.41722,0.36101,0.1138,2.55283,2.90146,2.24733,0.00122962,0.00122962,0.00122962
51,388.113,1.7597,2.00588,1.5895,0.40606,0.37866,0.32825,0.11702,2.55785,2.93792,2.27706,0.00122182,0.00122182,0.00122182
52,395.112,1.76737,1.96045,1.60955,0.40096,0.42247,0.34918,0.11612,2.56316,3.00371,2.3468,0.0012139,0.0012139,0.0012139
53,402.39,1.79354,1.98007,1.63359,0.3999,0.3756,0.30287,0.10278,2.51959,3.21738,2.23613,0.00120586,0.00120586,0.00120586
54,409.595,1.78835,1.99666,1.59196,0.4391,0.37976,0.31883,0.11941,2.60863,3.425,2.32111,0.0011977,0.0011977,0.0011977
55,416.956,1.72657,1.9192,1.58037,0.39658,0.34835,0.31589,0.11367,2.58419,3.38003,2.3121,0.00118943,0.00118943,0.00118943
56,423.785,1.72272,1.9971,1.57793,0.40384,0.33368,0.27853,0.09638,2.55123,3.11118,2.25569,0.00118104,0.00118104,0.00118104
57,430.966,1.70803,1.92474,1.57222,0.49562,0.31218,0.28353,0.10136,2.59393,3.53871,2.30634,0.00117253,0.00117253,0.00117253
58,438.293,1.692,1.83417,1.54829,0.40699,0.3731,0.31421,0.10919,2.51537,3.26244,2.24707,0.00116391,0.00116391,0.00116391
59,445.556,1.69475,1.82988,1.54408,0.44245,0.33174,0.29444,0.09723,2.54833,3.27758,2.28746,0.00115519,0.00115519,0.00115519
60,452.853,1.67404,1.86324,1.53969,0.3678,0.32702,0.29608,0.09238,2.56416,3.14641,2.31937,0.00114636,0.00114636,0.00114636
61,460.016,1.66558,1.83149,1.54317,0.39235,0.36158,0.29224,0.10237,2.65097,3.06385,2.40523,0.00113742,0.00113742,0.00113742
62,467.511,1.64648,1.7725,1.52249,0.38052,0.36162,0.26783,0.08325,2.67323,3.26362,2.39176,0.00112838,0.00112838,0.00112838
63,474.465,1.63878,1.76232,1.51974,0.40709,0.36192,0.32389,0.11233,2.63035,3.18386,2.39361,0.00111924,0.00111924,0.00111924
